Accident_severity,Number_of_casualties,Time,Day_of_week,Area_accident_occured,Types_of_Junction,Road_allignment,Lanes_or_Medians,Weather_conditions,Light_conditions,Road_surface_conditions,Type_of_collision,Vehicle_movement,Cause_of_accident,Age_band_of_driver,Driving_experience,Sex_of_driver,Type_of_vehicle,Hour,Time_period,severity_score,is_weekend
slight injury,1,1900-01-01 17:30:00,friday,other,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,dry,vehicle with vehicle collision,moving backward,other,18-30,5-10yr,male,other,17,afternoon,1,False
slight injury,1,1900-01-01 17:30:00,friday,office areas,y shape,tangent road with flat terrain,undivided two way,normal,darkness - lights lit,dry,vehicle with vehicle collision,going straight,no priority to vehicle,18-30,above 10yr,male,public (12 seats),17,afternoon,1,False
slight injury,1,1900-01-01 08:42:00,wednesday,office areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,wet or damp,vehicle with vehicle collision,moving backward,changing lane to the right,over 51,below 1yr,male,automobile,8,morning,1,False
slight injury,1,1900-01-01 08:42:00,wednesday,other,y shape,tangent road with flat terrain,undivided two way,normal,daylight,wet or damp,vehicle with vehicle collision,going straight,moving backward,under 18,1-2yr,male,stationwagen,8,morning,1,False
slight injury,1,1900-01-01 00:29:00,saturday,hospital areas,no junction,tangent road with flat terrain,undivided two way,normal,darkness - lights lit,dry,rollover,going straight,changing lane to the left,18-30,above 10yr,female,automobile,0,night,1,True
slight injury,1,1900-01-01 00:29:00,saturday,other,no junction,tangent road with flat terrain,undivided two way,normal,darkness - lights lit,dry,vehicle with vehicle collision,going straight,no priority to pedestrian,18-30,above 10yr,male,automobile,0,night,1,True
slight injury,2,1900-01-01 16:50:00,friday,other,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,going straight,no distancing,18-30,above 10yr,male,automobile,16,afternoon,1,False
slight injury,2,1900-01-01 16:50:00,friday,other,y shape,tangent road with flat terrain,undivided two way,normal,daylight,dry,vehicle with vehicle collision,going straight,no priority to vehicle,18-30,no licence,male,automobile,16,afternoon,1,False
slight injury,2,1900-01-01 16:50:00,friday,other,y shape,tangent road with flat terrain,double carriageway (median),normal,daylight,dry,collision with roadside objects,going straight,no distancing,18-30,1-2yr,male,automobile,16,afternoon,1,False
slight injury,2,1900-01-01 14:00:00,sunday,other,other,tangent road with mild grade and flat terrain,two-way (divided with broken lines road marking),raining,daylight,wet or damp,vehicle with vehicle collision,going straight,no distancing,18-30,1-2yr,male,pick up upto 10q,14,afternoon,1,True
slight injury,2,1900-01-01 14:00:00,sunday,hospital areas,other,tangent road with flat terrain,two-way (divided with broken lines road marking),raining,daylight,wet or damp,vehicle with vehicle collision,going straight,moving backward,under 18,below 1yr,male,turbo,14,afternoon,1,True
slight injury,2,1900-01-01 14:00:00,sunday,other,other,tangent road with flat terrain,two-way (divided with broken lines road marking),raining,daylight,wet or damp,vehicle with vehicle collision,going straight,changing lane to the right,18-30,1-2yr,male,pick up upto 10q,14,afternoon,1,True
slight injury,2,1900-01-01 14:00:00,sunday,other,other,tangent road with flat terrain,one way,raining,daylight,wet or damp,collision with roadside objects,going straight,no priority to pedestrian,over 51,2-5yr,male,other,14,afternoon,1,True
serious injury,1,1900-01-01 13:34:00,friday,other,other,tangent road with mild grade and flat terrain,two-way (divided with broken lines road marking),normal,daylight,wet or damp,vehicle with vehicle collision,going straight,moving backward,31-50,5-10yr,male,stationwagen,13,afternoon,2,False
serious injury,1,1900-01-01 13:34:00,friday,office areas,other,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,wet or damp,vehicle with vehicle collision,other,getting off the vehicle improperly,under 18,above 10yr,male,pick up upto 10q,13,afternoon,2,False
slight injury,1,1900-01-01 08:20:00,tuesday,residential areas,no junction,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,other,overtaking,18-30,2-5yr,male,lorry (41?100q),8,morning,1,False
slight injury,1,1900-01-01 18:20:00,monday,other,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,dry,vehicle with vehicle collision,going straight,overloading,over 51,above 10yr,male,lorry (41?100q),18,evening,1,False
slight injury,1,1900-01-01 18:20:00,monday,residential areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,dry,collision with roadside objects,going straight,changing lane to the right,31-50,5-10yr,male,automobile,18,evening,1,False
slight injury,1,1900-01-01 11:45:00,tuesday,other,crossing,tangent road with flat terrain,undivided two way,normal,daylight,dry,vehicle with vehicle collision,getting off,improper parking,18-30,5-10yr,male,automobile,11,morning,1,False
slight injury,1,1900-01-01 11:45:00,tuesday,residential areas,crossing,tangent road with flat terrain,double carriageway (median),normal,daylight,dry,vehicle with vehicle collision,going straight,other,18-30,5-10yr,male,pick up upto 10q,11,morning,1,False
serious injury,1,1900-01-01 06:25:00,wednesday,office areas,no junction,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,going straight,changing lane to the left,18-30,below 1yr,female,pick up upto 10q,6,morning,2,False
serious injury,1,1900-01-01 06:25:00,wednesday,office areas,no junction,tangent road with mild grade and flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,going straight,changing lane to the right,18-30,2-5yr,male,lorry (41?100q),6,morning,2,False
serious injury,1,1900-01-01 13:55:00,wednesday,office areas,t shape,tangent road with flat terrain,double carriageway (median),normal,daylight,dry,vehicle with vehicle collision,going straight,no priority to pedestrian,31-50,2-5yr,male,public (12 seats),13,afternoon,2,False
serious injury,1,1900-01-01 13:55:00,wednesday,recreational areas,t shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,collision with pedestrians,going straight,overspeed,18-30,2-5yr,male,other,13,afternoon,2,False
slight injury,1,1900-01-01 09:30:00,wednesday,other,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,getting off,changing lane to the left,18-30,2-5yr,male,stationwagen,9,morning,1,False
slight injury,1,1900-01-01 09:30:00,wednesday,other,y shape,tangent road with flat terrain,other,normal,daylight,dry,vehicle with vehicle collision,going straight,no priority to vehicle,18-30,5-10yr,male,automobile,9,morning,1,False
slight injury,1,1900-01-01 13:00:00,friday,other,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),raining,daylight,wet or damp,collision with roadside objects,going straight,changing lane to the right,over 51,5-10yr,male,automobile,13,afternoon,1,False
slight injury,1,1900-01-01 13:00:00,friday,other,y shape,tangent road with flat terrain,double carriageway (median),raining,daylight,wet or damp,vehicle with vehicle collision,other,no distancing,18-30,above 10yr,female,lorry (41?100q),13,afternoon,1,False
slight injury,2,1900-01-01 01:29:00,sunday,other,no junction,tangent road with mountainous terrain and,undivided two way,normal,darkness - lights lit,dry,vehicle with vehicle collision,going straight,no priority to pedestrian,over 51,5-10yr,male,stationwagen,1,night,1,True
slight injury,2,1900-01-01 01:29:00,sunday,office areas,no junction,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,dry,collision with pedestrians,going straight,no distancing,31-50,5-10yr,male,lorry (41?100q),1,night,1,True
slight injury,2,1900-01-01 01:29:00,sunday,office areas,no junction,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,dry,vehicle with vehicle collision,going straight,no priority to vehicle,31-50,above 10yr,male,public (> 45 seats),1,night,1,True
slight injury,1,1900-01-01 08:29:00,friday,office areas,y shape,tangent road with flat terrain,one way,normal,daylight,dry,vehicle with vehicle collision,going straight,other,over 51,5-10yr,male,automobile,8,morning,1,False
slight injury,1,1900-01-01 12:00:00,tuesday,residential areas,no junction,tangent road with flat terrain,double carriageway (median),normal,daylight,dry,collision with pedestrians,going straight,driving carelessly,18-30,5-10yr,male,automobile,12,afternoon,1,False
slight injury,1,1900-01-01 12:00:00,tuesday,recreational areas,no junction,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,collision with pedestrians,reversing,changing lane to the left,31-50,5-10yr,male,automobile,12,afternoon,1,False
serious injury,1,1900-01-01 10:23:00,thursday,church areas,y shape,tangent road with flat terrain,double carriageway (median),normal,daylight,dry,collision with pedestrians,other,driving carelessly,under 18,below 1yr,male,automobile,10,morning,2,False
serious injury,1,1900-01-01 10:23:00,thursday,office areas,y shape,tangent road with flat terrain,undivided two way,normal,daylight,dry,collision with roadside objects,going straight,changing lane to the left,over 51,5-10yr,male,lorry (41?100q),10,morning,2,False
slight injury,2,1900-01-01 14:00:00,sunday,other,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,going straight,no priority to vehicle,31-50,5-10yr,male,lorry (41?100q),14,afternoon,1,True
slight injury,2,1900-01-01 14:00:00,sunday,residential areas,y shape,steep grade downward with mountainous terrain,other,normal,daylight,dry,vehicle with vehicle collision,going straight,no distancing,over 51,5-10yr,male,automobile,14,afternoon,1,True
slight injury,2,1900-01-01 14:00:00,sunday,school areas,y shape,tangent road with flat terrain,other,normal,daylight,dry,vehicle with vehicle collision,going straight,changing lane to the right,31-50,above 10yr,male,stationwagen,14,afternoon,1,True
slight injury,2,1900-01-01 14:00:00,sunday,office areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,going straight,changing lane to the right,31-50,above 10yr,male,public (12 seats),14,afternoon,1,True
slight injury,1,1900-01-01 12:14:00,tuesday,other,crossing,tangent road with flat terrain,other,normal,daylight,dry,vehicle with vehicle collision,going straight,driving at high speed,31-50,above 10yr,male,public (12 seats),12,afternoon,1,False
slight injury,1,1900-01-01 17:15:00,tuesday,other,no junction,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,going straight,no distancing,18-30,above 10yr,male,automobile,17,afternoon,1,False
slight injury,1,1900-01-01 14:30:00,saturday,office areas,y shape,tangent road with mountainous terrain and,two-way (divided with broken lines road marking),normal,daylight,dry,collision with pedestrians,going straight,changing lane to the right,18-30,above 10yr,male,public (12 seats),14,afternoon,1,True
slight injury,1,1900-01-01 14:30:00,saturday,office areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,collision with roadside objects,going straight,changing lane to the left,18-30,above 10yr,male,public (12 seats),14,afternoon,1,True
slight injury,1,1900-01-01 14:30:00,saturday,other,y shape,tangent road with flat terrain,undivided two way,normal,daylight,dry,vehicle with vehicle collision,moving backward,getting off the vehicle improperly,18-30,5-10yr,male,lorry (41?100q),14,afternoon,1,True
slight injury,1,1900-01-01 18:32:00,saturday,office areas,no junction,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,moving backward,other,under 18,2-5yr,male,automobile,18,evening,1,True
